"ltv","ttime","abt","tue"
"{""n"":""250""}","{""n"":""5225622""}","{""n"":""43""}","{""n"":""127""}"
"{""n"":""250""}","{""n"":""277508""}","{""n"":""25""}","{""n"":""25""}"
"{""n"":""300""}","{""n"":""227941""}","{""n"":""5""}","{""n"":""33""}"
"{""n"":""650""}","{""n"":""500515""}","{""n"":""23""}","{""n"":""20""}"
"{""n"":""400""}","{""n"":""0""}","{""n"":""13""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""4621865""}","{""n"":""59""}","{""n"":""310""}"
"{""n"":""280""}","{""n"":""7924504""}","{""n"":""22""}","{""n"":""169""}"
"{""n"":""250""}","{""n"":""24043""}","{""n"":""37""}","{""n"":""15""}"
"{""n"":""100""}","{""n"":""2180768""}","{""n"":""4""}","{""n"":""150""}"
"{""n"":""150""}","{""n"":""52307""}","{""n"":""39""}","{""n"":""15""}"
"{""n"":""151""}","{""n"":""0""}","{""n"":""10""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""101790""}","{""n"":""22""}","{""n"":""15""}"
"{""n"":""1370""}","{""n"":""208182988""}","{""n"":""38""}","{""n"":""1325""}"
"{""n"":""320""}","{""n"":""3247011""}","{""n"":""57""}","{""n"":""160""}"
"{""n"":""120""}","{""n"":""249181""}","{""n"":""28""}","{""n"":""19""}"
"{""n"":""250""}","{""n"":""550799""}","{""n"":""10""}","{""n"":""25""}"
"{""n"":""300""}","{""n"":""0""}","{""n"":""29""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""222125""}","{""n"":""14""}","{""n"":""25""}"
"{""n"":""200""}","{""n"":""1309932""}","{""n"":""22""}","{""n"":""34""}"
"{""n"":""300""}","{""n"":""108002""}","{""n"":""34""}","{""n"":""15""}"
"{""n"":""340""}","{""n"":""8058110""}","{""n"":""32""}","{""n"":""125""}"
"{""n"":""200""}","{""n"":""1560342""}","{""n"":""58""}","{""n"":""85""}"
"{""n"":""180""}","{""n"":""157873""}","{""n"":""5""}","{""n"":""15""}"
"{""n"":""172""}","{""n"":""42045""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""177597""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""79710""}","{""n"":""39""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""48000""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""140""}","{""n"":""353733""}","{""n"":""48""}","{""n"":""18""}"
"{""n"":""200""}","{""n"":""6002""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""670""}","{""n"":""2426732""}","{""n"":""43""}","{""n"":""52""}"
"{""n"":""200""}","{""n"":""158819""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""350""}","{""n"":""234811""}","{""n"":""43""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""285153""}","{""n"":""34""}","{""n"":""21""}"
"{""n"":""550""}","{""n"":""245377093""}","{""n"":""5""}","{""n"":""1720""}"
"{""n"":""320""}","{""n"":""172142""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""425""}","{""n"":""283815""}","{""n"":""6""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""57889""}","{""n"":""45""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""276731""}","{""n"":""39""}","{""n"":""33""}"
"{""n"":""250""}","{""n"":""458368""}","{""n"":""35""}","{""n"":""25""}"
"{""n"":""150""}","{""n"":""2592272""}","{""n"":""5""}","{""n"":""140""}"
"{""n"":""600""}","{""n"":""101445979""}","{""n"":""6""}","{""n"":""2338""}"
"{""n"":""200""}","{""n"":""2034442""}","{""n"":""17""}","{""n"":""50""}"
"{""n"":""225""}","{""n"":""974792""}","{""n"":""53""}","{""n"":""30""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""46""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""20""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""97491981""}","{""n"":""47""}","{""n"":""267""}"
"{""n"":""922""}","{""n"":""9788473""}","{""n"":""50""}","{""n"":""207""}"
"{""n"":""450""}","{""n"":""2613786""}","{""n"":""3""}","{""n"":""169""}"
"{""n"":""100""}","{""n"":""7902920""}","{""n"":""33""}","{""n"":""113""}"
"{""n"":""150""}","{""n"":""426819""}","{""n"":""16""}","{""n"":""19""}"
"{""n"":""2600""}","{""n"":""179824013""}","{""n"":""15""}","{""n"":""1586""}"
"{""n"":""300""}","{""n"":""2152877""}","{""n"":""11""}","{""n"":""53""}"
"{""n"":""200""}","{""n"":""119813""}","{""n"":""56""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""1714905""}","{""n"":""31""}","{""n"":""87""}"
"{""n"":""320""}","{""n"":""90043""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""13""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""728923""}","{""n"":""11""}","{""n"":""38""}"
"{""n"":""300""}","{""n"":""18039""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""4512411""}","{""n"":""48""}","{""n"":""72""}"
"{""n"":""150""}","{""n"":""54000""}","{""n"":""5""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""778175""}","{""n"":""56""}","{""n"":""100""}"
"{""n"":""225""}","{""n"":""805682""}","{""n"":""11""}","{""n"":""22""}"
"{""n"":""1550""}","{""n"":""3314326""}","{""n"":""7""}","{""n"":""129""}"
"{""n"":""150""}","{""n"":""9946""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""11468430""}","{""n"":""38""}","{""n"":""656""}"
"{""n"":""151""}","{""n"":""531040""}","{""n"":""54""}","{""n"":""18""}"
"{""n"":""420""}","{""n"":""14006""}","{""n"":""57""}","{""n"":""15""}"
"{""n"":""350""}","{""n"":""7872779""}","{""n"":""11""}","{""n"":""249""}"
"{""n"":""250""}","{""n"":""15687""}","{""n"":""23""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""856267""}","{""n"":""2""}","{""n"":""60""}"
"{""n"":""100""}","{""n"":""5150928""}","{""n"":""2""}","{""n"":""115""}"
"{""n"":""140""}","{""n"":""465336""}","{""n"":""1""}","{""n"":""23""}"
"{""n"":""651""}","{""n"":""1722182""}","{""n"":""34""}","{""n"":""90""}"
"{""n"":""600""}","{""n"":""7932""}","{""n"":""19""}","{""n"":""15""}"
"{""n"":""172""}","{""n"":""0""}","{""n"":""54""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""334615""}","{""n"":""43""}","{""n"":""21""}"
"{""n"":""120""}","{""n"":""4003""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""1129647""}","{""n"":""41""}","{""n"":""42""}"
"{""n"":""300""}","{""n"":""371598""}","{""n"":""55""}","{""n"":""28""}"
"{""n"":""250""}","{""n"":""2820010""}","{""n"":""29""}","{""n"":""127""}"
"{""n"":""450""}","{""n"":""10008936""}","{""n"":""9""}","{""n"":""247""}"
"{""n"":""180""}","{""n"":""2952413""}","{""n"":""34""}","{""n"":""77""}"
"{""n"":""225""}","{""n"":""4882389""}","{""n"":""54""}","{""n"":""75""}"
"{""n"":""154""}","{""n"":""8424600""}","{""n"":""44""}","{""n"":""84""}"
"{""n"":""1510""}","{""n"":""44260275""}","{""n"":""40""}","{""n"":""343""}"
"{""n"":""56.00000000000001""}","{""n"":""319656""}","{""n"":""24""}","{""n"":""16""}"
"{""n"":""300""}","{""n"":""2256755""}","{""n"":""44""}","{""n"":""37""}"
"{""n"":""200""}","{""n"":""15975""}","{""n"":""17""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""542196""}","{""n"":""21""}","{""n"":""21""}"
"{""n"":""600""}","{""n"":""259161""}","{""n"":""3""}","{""n"":""33""}"
"{""n"":""2725""}","{""n"":""68236043""}","{""n"":""27""}","{""n"":""883""}"
"{""n"":""556""}","{""n"":""35205152""}","{""n"":""22""}","{""n"":""220""}"
"{""n"":""300""}","{""n"":""660158""}","{""n"":""44""}","{""n"":""25""}"
"{""n"":""180""}","{""n"":""0""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""49""}","{""n"":""0""}","{""n"":""34""}","{""n"":""15""}"
"{""n"":""1100""}","{""n"":""7005740""}","{""n"":""55""}","{""n"":""414""}"
"{""n"":""280""}","{""n"":""547134""}","{""n"":""13""}","{""n"":""23""}"
"{""n"":""1526""}","{""n"":""93973787""}","{""n"":""3""}","{""n"":""962""}"
"{""n"":""105""}","{""n"":""8069536""}","{""n"":""30""}","{""n"":""18""}"
"{""n"":""180""}","{""n"":""945408""}","{""n"":""54""}","{""n"":""27""}"
"{""n"":""270""}","{""n"":""53342655""}","{""n"":""30""}","{""n"":""362""}"
"{""n"":""1450""}","{""n"":""429609244""}","{""n"":""47""}","{""n"":""3036""}"
"{""n"":""172""}","{""n"":""1222010""}","{""n"":""20""}","{""n"":""27""}"
"{""n"":""325""}","{""n"":""87440""}","{""n"":""13""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1524559""}","{""n"":""32""}","{""n"":""87""}"
"{""n"":""250""}","{""n"":""722842""}","{""n"":""27""}","{""n"":""38""}"
"{""n"":""228""}","{""n"":""3664498""}","{""n"":""5""}","{""n"":""94""}"
"{""n"":""530""}","{""n"":""25286190""}","{""n"":""41""}","{""n"":""329""}"
"{""n"":""250""}","{""n"":""183035""}","{""n"":""15""}","{""n"":""65""}"
"{""n"":""450""}","{""n"":""0""}","{""n"":""5""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""274678""}","{""n"":""13""}","{""n"":""21""}"
"{""n"":""1325""}","{""n"":""67579168""}","{""n"":""15""}","{""n"":""866""}"
"{""n"":""125""}","{""n"":""835667""}","{""n"":""31""}","{""n"":""27""}"
"{""n"":""250""}","{""n"":""275004""}","{""n"":""6""}","{""n"":""35""}"
"{""n"":""250""}","{""n"":""717809""}","{""n"":""8""}","{""n"":""45""}"
"{""n"":""250""}","{""n"":""1899388""}","{""n"":""32""}","{""n"":""87""}"
"{""n"":""2240""}","{""n"":""44831934""}","{""n"":""14""}","{""n"":""494""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""56.00000000000001""}","{""n"":""2885156""}","{""n"":""38""}","{""n"":""19""}"
"{""n"":""250""}","{""n"":""61805""}","{""n"":""6""}","{""n"":""15""}"
"{""n"":""385""}","{""n"":""757795""}","{""n"":""15""}","{""n"":""25""}"
"{""n"":""150""}","{""n"":""101857""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""105653""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""26029""}","{""n"":""57""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""120416155""}","{""n"":""26""}","{""n"":""1946""}"
"{""n"":""400""}","{""n"":""657600""}","{""n"":""25""}","{""n"":""30""}"
"{""n"":""300""}","{""n"":""7999""}","{""n"":""57""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""444026""}","{""n"":""21""}","{""n"":""21""}"
"{""n"":""1150""}","{""n"":""450784536""}","{""n"":""54""}","{""n"":""3087""}"
"{""n"":""1200""}","{""n"":""116308""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""950""}","{""n"":""5955592""}","{""n"":""39""}","{""n"":""110""}"
"{""n"":""200""}","{""n"":""1771178""}","{""n"":""47""}","{""n"":""49""}"
"{""n"":""150""}","{""n"":""58058""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1271195""}","{""n"":""42""}","{""n"":""34""}"
"{""n"":""136""}","{""n"":""124457""}","{""n"":""17""}","{""n"":""15""}"
"{""n"":""125""}","{""n"":""331656""}","{""n"":""37""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""386502""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""750""}","{""n"":""5093251""}","{""n"":""37""}","{""n"":""75""}"
"{""n"":""120""}","{""n"":""0""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""8384353""}","{""n"":""32""}","{""n"":""147""}"
"{""n"":""800""}","{""n"":""1065895""}","{""n"":""32""}","{""n"":""54""}"
"{""n"":""200""}","{""n"":""181712""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""1310""}","{""n"":""59341287""}","{""n"":""58""}","{""n"":""865""}"
"{""n"":""600""}","{""n"":""962654""}","{""n"":""13""}","{""n"":""42""}"
"{""n"":""250""}","{""n"":""396798""}","{""n"":""37""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1285414""}","{""n"":""12""}","{""n"":""45""}"
"{""n"":""600""}","{""n"":""5868865""}","{""n"":""29""}","{""n"":""215""}"
"{""n"":""250""}","{""n"":""579296""}","{""n"":""1""}","{""n"":""35""}"
"{""n"":""125""}","{""n"":""0""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""1650""}","{""n"":""114649603""}","{""n"":""2""}","{""n"":""1845""}"
"{""n"":""5055""}","{""n"":""91157851""}","{""n"":""11""}","{""n"":""1090""}"
"{""n"":""450""}","{""n"":""423005""}","{""n"":""25""}","{""n"":""19""}"
"{""n"":""200""}","{""n"":""1396671""}","{""n"":""47""}","{""n"":""38""}"
"{""n"":""136""}","{""n"":""314440""}","{""n"":""16""}","{""n"":""19""}"
"{""n"":""250""}","{""n"":""1861685""}","{""n"":""54""}","{""n"":""33""}"
"{""n"":""150""}","{""n"":""31973""}","{""n"":""24""}","{""n"":""15""}"
"{""n"":""340""}","{""n"":""9320234""}","{""n"":""32""}","{""n"":""204""}"
"{""n"":""120""}","{""n"":""3459849""}","{""n"":""14""}","{""n"":""53""}"
"{""n"":""151""}","{""n"":""49999722""}","{""n"":""60""}","{""n"":""233""}"
"{""n"":""250""}","{""n"":""334767""}","{""n"":""54""}","{""n"":""23""}"
"{""n"":""180""}","{""n"":""16026""}","{""n"":""48""}","{""n"":""65""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""21""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""23964""}","{""n"":""19""}","{""n"":""15""}"
"{""n"":""136""}","{""n"":""148751""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""151""}","{""n"":""249355""}","{""n"":""1""}","{""n"":""23""}"
"{""n"":""1650""}","{""n"":""15579539""}","{""n"":""9""}","{""n"":""368""}"
"{""n"":""250""}","{""n"":""80373""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""400""}","{""n"":""16707059""}","{""n"":""18""}","{""n"":""156""}"
"{""n"":""250""}","{""n"":""63791""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""49""}","{""n"":""0""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""204761""}","{""n"":""1""}","{""n"":""33""}"
"{""n"":""425""}","{""n"":""3460845""}","{""n"":""16""}","{""n"":""92""}"
"{""n"":""572""}","{""n"":""0""}","{""n"":""33""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""206001""}","{""n"":""24""}","{""n"":""21""}"
"{""n"":""250""}","{""n"":""2273834""}","{""n"":""21""}","{""n"":""87""}"
"{""n"":""200""}","{""n"":""2141075""}","{""n"":""22""}","{""n"":""61""}"
"{""n"":""320""}","{""n"":""7158240""}","{""n"":""21""}","{""n"":""58""}"
"{""n"":""250""}","{""n"":""49880""}","{""n"":""4""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""207524""}","{""n"":""24""}","{""n"":""25""}"
"{""n"":""475""}","{""n"":""76035""}","{""n"":""15""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""2115953""}","{""n"":""2""}","{""n"":""160""}"
"{""n"":""715""}","{""n"":""930453""}","{""n"":""47""}","{""n"":""74""}"
"{""n"":""200""}","{""n"":""367388""}","{""n"":""17""}","{""n"":""23""}"
"{""n"":""900""}","{""n"":""0""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""191814""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1988755""}","{""n"":""33""}","{""n"":""61""}"
"{""n"":""1520""}","{""n"":""129396683""}","{""n"":""38""}","{""n"":""1536""}"
"{""n"":""220.00000000000003""}","{""n"":""318436""}","{""n"":""32""}","{""n"":""18""}"
"{""n"":""35""}","{""n"":""0""}","{""n"":""31""}","{""n"":""65""}"
"{""n"":""250""}","{""n"":""66914""}","{""n"":""1""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""18023930""}","{""n"":""51""}","{""n"":""213""}"
"{""n"":""229.99999999999997""}","{""n"":""12371""}","{""n"":""49""}","{""n"":""15""}"
"{""n"":""1710""}","{""n"":""2688144""}","{""n"":""45""}","{""n"":""61""}"
"{""n"":""385""}","{""n"":""101479""}","{""n"":""39""}","{""n"":""15""}"
"{""n"":""172""}","{""n"":""10628057""}","{""n"":""48""}","{""n"":""105""}"
"{""n"":""325""}","{""n"":""65047621""}","{""n"":""6""}","{""n"":""1472""}"
"{""n"":""200""}","{""n"":""3064137""}","{""n"":""32""}","{""n"":""127""}"
"{""n"":""105""}","{""n"":""7790459""}","{""n"":""2""}","{""n"":""170""}"
"{""n"":""200""}","{""n"":""673201""}","{""n"":""31""}","{""n"":""45""}"
"{""n"":""1000""}","{""n"":""840006""}","{""n"":""23""}","{""n"":""30""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""60""}","{""n"":""15""}"
"{""n"":""550""}","{""n"":""2342247""}","{""n"":""16""}","{""n"":""40""}"
"{""n"":""150""}","{""n"":""2716888""}","{""n"":""17""}","{""n"":""45""}"
"{""n"":""300""}","{""n"":""11988""}","{""n"":""21""}","{""n"":""15""}"
"{""n"":""1625""}","{""n"":""7562748""}","{""n"":""32""}","{""n"":""179""}"
"{""n"":""200""}","{""n"":""59954""}","{""n"":""52""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""47984""}","{""n"":""2""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""516056""}","{""n"":""33""}","{""n"":""24""}"
"{""n"":""125""}","{""n"":""4096557""}","{""n"":""24""}","{""n"":""65""}"
"{""n"":""725""}","{""n"":""882102""}","{""n"":""53""}","{""n"":""88""}"
"{""n"":""350""}","{""n"":""1443967""}","{""n"":""46""}","{""n"":""44""}"
"{""n"":""180""}","{""n"":""2308190""}","{""n"":""29""}","{""n"":""75""}"
"{""n"":""149""}","{""n"":""228218""}","{""n"":""17""}","{""n"":""18""}"
"{""n"":""200""}","{""n"":""282645""}","{""n"":""53""}","{""n"":""23""}"
"{""n"":""210""}","{""n"":""254320""}","{""n"":""48""}","{""n"":""19""}"
"{""n"":""200""}","{""n"":""126824285""}","{""n"":""46""}","{""n"":""343""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""49""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""879383""}","{""n"":""34""}","{""n"":""45""}"
"{""n"":""273""}","{""n"":""3692556""}","{""n"":""27""}","{""n"":""55""}"
"{""n"":""250""}","{""n"":""11488644""}","{""n"":""24""}","{""n"":""507""}"
"{""n"":""250""}","{""n"":""693235""}","{""n"":""53""}","{""n"":""38""}"
"{""n"":""355""}","{""n"":""1368175""}","{""n"":""13""}","{""n"":""48""}"
"{""n"":""300""}","{""n"":""23992""}","{""n"":""33""}","{""n"":""15""}"
"{""n"":""550""}","{""n"":""2203140""}","{""n"":""34""}","{""n"":""48""}"
"{""n"":""150""}","{""n"":""49839036""}","{""n"":""54""}","{""n"":""306""}"
"{""n"":""525""}","{""n"":""139212""}","{""n"":""49""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""868196""}","{""n"":""52""}","{""n"":""32""}"
"{""n"":""200""}","{""n"":""561223""}","{""n"":""4""}","{""n"":""30""}"
"{""n"":""150""}","{""n"":""337242""}","{""n"":""5""}","{""n"":""23""}"
"{""n"":""600""}","{""n"":""301992""}","{""n"":""49""}","{""n"":""22""}"
"{""n"":""400""}","{""n"":""3824956""}","{""n"":""6""}","{""n"":""235""}"
"{""n"":""200""}","{""n"":""24173002""}","{""n"":""44""}","{""n"":""195""}"
"{""n"":""200""}","{""n"":""1970115""}","{""n"":""22""}","{""n"":""87""}"
"{""n"":""735""}","{""n"":""8442436""}","{""n"":""18""}","{""n"":""136""}"
"{""n"":""140""}","{""n"":""2292397""}","{""n"":""51""}","{""n"":""33""}"
"{""n"":""450""}","{""n"":""3454727""}","{""n"":""27""}","{""n"":""110""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""425124""}","{""n"":""23""}","{""n"":""19""}"
"{""n"":""430""}","{""n"":""722882""}","{""n"":""29""}","{""n"":""35""}"
"{""n"":""200""}","{""n"":""2444551""}","{""n"":""14""}","{""n"":""61""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""35""}","{""n"":""15""}"
"{""n"":""673""}","{""n"":""43915631""}","{""n"":""60""}","{""n"":""716""}"
"{""n"":""150""}","{""n"":""36369265""}","{""n"":""48""}","{""n"":""163""}"
"{""n"":""700""}","{""n"":""33973214""}","{""n"":""43""}","{""n"":""474""}"
"{""n"":""600""}","{""n"":""492438""}","{""n"":""21""}","{""n"":""24""}"
"{""n"":""600""}","{""n"":""5402805""}","{""n"":""45""}","{""n"":""19""}"
"{""n"":""136""}","{""n"":""0""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""322""}","{""n"":""7439911""}","{""n"":""45""}","{""n"":""58""}"
"{""n"":""550""}","{""n"":""8428048""}","{""n"":""29""}","{""n"":""309""}"
"{""n"":""1350""}","{""n"":""53433200""}","{""n"":""20""}","{""n"":""770""}"
"{""n"":""380""}","{""n"":""1465346""}","{""n"":""52""}","{""n"":""27""}"
"{""n"":""200""}","{""n"":""589105""}","{""n"":""21""}","{""n"":""23""}"
"{""n"":""200""}","{""n"":""1186430""}","{""n"":""32""}","{""n"":""45""}"
"{""n"":""1050""}","{""n"":""50014""}","{""n"":""36""}","{""n"":""65""}"
"{""n"":""105""}","{""n"":""1742565""}","{""n"":""39""}","{""n"":""18""}"
"{""n"":""136""}","{""n"":""0""}","{""n"":""29""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1023389""}","{""n"":""29""}","{""n"":""100""}"
"{""n"":""175""}","{""n"":""54071""}","{""n"":""11""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""709649""}","{""n"":""13""}","{""n"":""29""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""1211316""}","{""n"":""35""}","{""n"":""19""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""34""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""5995""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""1946874""}","{""n"":""19""}","{""n"":""80""}"
"{""n"":""850""}","{""n"":""10193509""}","{""n"":""55""}","{""n"":""563""}"
"{""n"":""200""}","{""n"":""267446""}","{""n"":""11""}","{""n"":""23""}"
"{""n"":""150""}","{""n"":""79686""}","{""n"":""35""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""318086""}","{""n"":""15""}","{""n"":""21""}"
"{""n"":""1156""}","{""n"":""8713982""}","{""n"":""34""}","{""n"":""221""}"
"{""n"":""600""}","{""n"":""207227""}","{""n"":""2""}","{""n"":""33""}"
"{""n"":""200""}","{""n"":""6101786""}","{""n"":""34""}","{""n"":""410""}"
"{""n"":""180""}","{""n"":""944664""}","{""n"":""60""}","{""n"":""45""}"
"{""n"":""850""}","{""n"":""2049432""}","{""n"":""22""}","{""n"":""114""}"
"{""n"":""700""}","{""n"":""44516988""}","{""n"":""25""}","{""n"":""955""}"
"{""n"":""225""}","{""n"":""40046""}","{""n"":""2""}","{""n"":""15""}"
"{""n"":""375""}","{""n"":""135919""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""1372""}","{""n"":""56220116""}","{""n"":""47""}","{""n"":""990""}"
"{""n"":""101""}","{""n"":""9691324""}","{""n"":""8""}","{""n"":""70""}"
"{""n"":""140""}","{""n"":""842389""}","{""n"":""20""}","{""n"":""27""}"
"{""n"":""500""}","{""n"":""308838003""}","{""n"":""4""}","{""n"":""5368""}"
"{""n"":""522""}","{""n"":""814749""}","{""n"":""51""}","{""n"":""32""}"
"{""n"":""225""}","{""n"":""132018""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""350""}","{""n"":""3258336""}","{""n"":""37""}","{""n"":""53""}"
"{""n"":""256""}","{""n"":""8608223""}","{""n"":""12""}","{""n"":""89""}"
"{""n"":""150""}","{""n"":""34325""}","{""n"":""57""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""432757""}","{""n"":""46""}","{""n"":""23""}"
"{""n"":""325""}","{""n"":""949456""}","{""n"":""11""}","{""n"":""45""}"
"{""n"":""180""}","{""n"":""1042173""}","{""n"":""15""}","{""n"":""30""}"
"{""n"":""220""}","{""n"":""8947472""}","{""n"":""51""}","{""n"":""69""}"
"{""n"":""850""}","{""n"":""1654677""}","{""n"":""37""}","{""n"":""102""}"
